BINGO CARABOBO;56;6;15;9;1;4;18;19;27;29;17;42;35;37;38;59;52;54;60;49;71;64;68;72;63
BINGO CARABOBO;57;8;13;12;14;11;16;24;20;25;30;36;31;33;45;57;56;51;50;47;61;66;65;75;73
BINGO CARABOBO;58;6;2;8;5;3;18;22;19;26;17;37;39;44;43;50;53;54;59;58;62;67;71;66;61
BINGO CARABOBO;59;13;15;11;10;7;29;27;25;16;30;32;34;41;45;55;51;52;47;49;64;69;75;63;68
BINGO CARABOBO;60;1;12;14;4;9;21;24;20;23;28;35;40;42;36;56;57;60;48;46;72;74;65;70;73
BINGO CARABOBO;61;10;15;14;7;8;17;24;28;26;30;41;43;40;39;57;56;58;54;52;64;67;74;73;71
BINGO CARABOBO;62;12;6;9;2;5;20;22;29;23;25;44;31;32;35;59;53;51;48;49;61;65;70;63;72
BINGO CARABOBO;63;11;4;1;3;13;18;19;21;27;16;36;37;34;42;55;47;50;60;46;66;68;75;62;69
BINGO CARABOBO;64;8;5;14;6;1;26;29;30;23;24;37;34;41;31;57;53;58;51;47;69;73;68;66;65
BINGO CARABOBO;65;4;9;7;11;13;16;18;28;21;20;43;40;33;38;48;59;56;50;54;72;70;61;71;75
BINGO CARABOBO;66;2;3;10;12;15;22;19;25;17;27;35;36;44;32;55;49;60;46;52;74;67;62;64;63
BINGO CARABOBO;67;5;4;8;2;12;22;23;26;24;25;35;36;39;37;54;48;53;50;49;66;69;70;73;63
BINGO CARABOBO;68;11;1;13;14;3;18;27;19;28;29;33;40;34;38;58;55;52;51;57;64;67;65;62;72
BINGO CARABOBO;69;7;15;9;6;10;21;20;17;16;30;45;43;31;44;46;56;60;47;59;75;68;71;74;61
BINGO CARABOBO;70;10;11;14;13;9;24;23;28;22;19;34;42;35;41;48;54;53;50;49;73;64;66;74;70
BINGO CARABOBO;71;12;6;4;5;2;29;27;18;26;30;36;40;38;44;55;58;46;56;51;65;71;69;68;72
BINGO CARABOBO;72;7;3;8;15;1;17;21;16;20;25;32;43;45;31;52;59;57;47;60;62;63;67;75;61
BINGO CARABOBO;73;8;12;13;11;9;24;18;22;29;28;40;38;36;44;58;56;49;51;60;66;68;72;64;63
BINGO CARABOBO;74;2;6;10;5;1;20;23;26;27;17;39;42;33;37;54;47;50;46;55;75;71;73;69;62
BINGO CARABOBO;75;4;14;7;3;15;25;16;21;30;19;41;31;35;45;53;52;57;59;48;70;65;61;74;67
BINGO CARABOBO;76;15;11;8;12;1;27;18;28;23;22;38;43;40;31;59;58;46;49;47;75;70;61;72;64
BINGO CARABOBO;77;9;7;13;10;4;21;26;25;17;29;41;33;34;35;51;56;52;60;50;62;71;63;66;74
BINGO CARABOBO;78;5;6;3;14;2;30;16;24;19;20;42;44;32;45;54;55;53;57;48;73;68;67;69;65
BINGO CARABOBO;79;8;4;13;3;15;20;18;22;24;27;39;36;32;33;56;53;46;50;48;72;67;75;65;64
BINGO CARABOBO;80;2;10;6;5;7;17;19;23;25;29;31;35;41;42;58;54;52;59;51;73;68;70;66;69
BINGO CARABOBO;81;11;14;9;12;1;21;28;30;16;26;38;37;45;34;55;47;57;60;49;63;61;62;71;74
BINGO CARABOBO;82;6;12;3;10;11;18;26;17;19;22;42;41;33;35;60;57;51;55;48;72;66;64;70;65
BINGO CARABOBO;83;8;14;2;13;4;20;21;24;25;23;31;39;34;44;54;47;50;53;46;71;67;68;73;69
BINGO CARABOBO;84;1;7;9;15;5;27;29;30;28;16;40;43;45;38;56;49;58;59;52;74;61;63;62;75
BINGO CARABOBO;85;4;10;8;2;3;27;29;30;19;25;37;42;35;40;46;53;58;60;56;65;66;63;64;68
BINGO CARABOBO;86;12;6;11;14;9;24;23;21;22;18;33;45;38;36;54;47;51;50;57;73;69;75;62;72
BINGO CARABOBO;87;5;1;7;15;13;26;17;16;28;20;32;34;31;43;52;55;49;59;48;71;67;70;74;61
BINGO CARABOBO;88;3;2;1;5;13;19;28;26;24;21;36;39;37;41;54;56;53;58;57;67;64;62;71;73
BINGO CARABOBO;89;11;12;7;14;15;27;22;20;25;17;35;38;32;33;47;51;52;49;55;72;70;65;75;69
BINGO CARABOBO;90;6;8;9;4;10;30;29;18;16;23;31;43;45;40;50;46;59;60;48;74;66;68;63;61
BINGO CARABOBO;91;10;11;7;15;3;29;25;21;28;19;36;35;32;40;47;48;57;49;51;69;72;71;62;64
BINGO CARABOBO;92;2;12;6;5;13;20;26;22;27;30;41;39;33;43;53;46;58;54;55;63;75;67;65;61
BINGO CARABOBO;93;9;14;1;4;8;24;17;23;16;18;34;31;45;38;52;56;59;60;50;73;68;70;66;74
BINGO CARABOBO;94;11;13;12;6;9;19;27;29;26;17;38;40;45;37;56;51;53;55;50;62;65;70;68;64
BINGO CARABOBO;95;3;8;2;5;10;20;24;22;23;25;33;42;35;36;60;58;47;59;46;69;72;66;67;61
BINGO CARABOBO;96;1;7;15;4;14;21;28;16;18;30;34;41;44;31;54;49;57;48;52;63;74;73;71;75
BINGO CARABOBO;97;7;2;8;13;1;29;19;20;17;18;42;40;45;33;49;57;51;46;59;67;73;68;72;65
BINGO CARABOBO;98;12;11;3;6;9;23;27;22;28;21;41;38;35;43;55;53;52;48;54;70;64;69;75;71
BINGO CARABOBO;99;14;5;10;15;4;26;30;24;16;25;36;37;34;32;56;50;58;47;60;66;62;74;63;61
BINGO CARABOBO;100;10;8;11;7;13;16;22;19;30;25;31;32;44;38;48;52;49;59;53;72;63;62;68;74
BINGO CARABOBO;101;12;1;5;6;9;26;27;24;28;20;41;39;43;42;57;56;50;58;47;66;64;61;69;71
BINGO CARABOBO;102;14;4;3;2;15;18;21;23;29;17;36;40;33;37;51;54;55;46;60;73;67;75;65;70
BINGO CARABOBO;103;1;9;10;11;3;23;17;28;27;18;43;44;38;34;56;49;57;59;55;67;68;70;61;74
BINGO CARABOBO;104;4;7;2;13;14;19;20;30;24;26;37;45;40;41;47;54;48;58;46;66;69;63;64;65
BINGO CARABOBO;105;12;8;15;5;6;22;21;29;25;16;31;39;36;35;51;53;52;50;60;71;62;73;75;72
BINGO CARABOBO;106;9;10;4;7;11;20;28;25;17;19;39;36;37;42;48;51;56;55;47;70;63;62;64;65
BINGO CARABOBO;107;14;13;12;2;8;18;23;26;21;22;44;40;34;41;54;58;49;59;52;71;67;66;72;61
BINGO CARABOBO;108;15;5;1;6;3;30;16;27;29;24;35;32;31;33;53;50;57;60;46;73;69;74;75;68
BINGO CARABOBO;109;12;4;11;6;15;29;22;27;17;20;35;41;36;34;46;52;57;55;51;66;71;72;70;68
BINGO CARABOBO;110;13;9;7;3;2;30;19;16;24;18;38;39;32;42;47;49;50;53;59;62;65;69;64;74
BINGO CARABOBO;111;8;10;1;5;14;26;25;23;28;21;44;45;31;37;56;54;58;48;60;75;63;73;67;61
BINGO CARABOBO;112;6;12;14;10;5;19;17;26;25;16;40;38;33;42;60;47;55;58;56;61;69;70;74;72
BINGO CARABOBO;113;7;13;11;3;15;23;22;21;20;27;34;41;39;35;48;50;51;53;46;66;63;68;71;64
BINGO CARABOBO;114;2;9;1;8;4;29;30;24;18;28;37;36;31;45;52;49;59;57;54;65;67;62;73;75
BINGO CARABOBO;115;2;7;13;5;9;29;17;18;21;26;32;31;37;39;60;51;46;56;49;74;67;71;65;72
BINGO CARABOBO;116;8;3;14;6;15;24;25;23;19;22;42;44;38;43;59;55;58;48;54;63;66;62;61;75
BINGO CARABOBO;117;4;10;1;11;12;27;28;20;16;30;35;40;45;33;53;52;50;47;57;69;68;70;64;73
BINGO CARABOBO;118;5;4;7;12;11;28;24;19;17;18;41;38;37;32;57;52;60;50;54;67;72;63;70;71
BINGO CARABOBO;119;1;3;8;6;14;16;21;23;22;25;42;40;34;33;58;51;56;59;46;69;74;66;75;64
BINGO CARABOBO;120;9;13;2;10;15;29;27;26;30;20;44;31;35;39;49;48;47;53;55;62;65;68;73;61
BINGO CARABOBO;121;6;3;9;14;12;27;22;28;29;26;36;39;33;43;49;52;50;56;54;66;72;70;63;64
BINGO CARABOBO;122;8;2;5;7;4;23;18;20;19;30;40;32;37;34;59;51;58;57;55;74;65;67;69;62
BINGO CARABOBO;123;10;15;13;11;1;21;24;16;25;17;41;45;42;31;48;53;46;47;60;68;71;73;61;75
BINGO CARABOBO;124;14;2;4;11;15;26;17;25;24;29;45;37;41;33;48;52;54;55;57;73;72;70;74;61
BINGO CARABOBO;125;13;5;6;7;9;28;30;19;22;21;38;35;36;43;59;56;50;49;60;63;65;68;62;64
BINGO CARABOBO;126;1;8;3;12;10;18;20;23;16;27;39;42;44;31;46;51;53;47;58;67;66;69;75;71
BINGO CARABOBO;127;8;3;1;11;9;20;24;23;29;22;35;37;39;43;58;46;57;51;50;69;73;70;62;68
BINGO CARABOBO;128;6;4;14;5;10;28;18;21;19;17;44;33;38;42;49;48;53;60;52;64;74;72;66;75
BINGO CARABOBO;129;15;13;7;12;2;16;26;27;30;25;40;45;41;31;54;59;55;47;56;67;65;61;63;71
BINGO CARABOBO;130;2;12;8;1;7;23;21;28;19;26;34;38;33;40;56;60;58;48;50;68;72;62;67;71
BINGO CARABOBO;131;11;14;15;5;3;27;25;30;22;29;37;35;45;36;51;47;54;57;49;66;70;63;73;69
BINGO CARABOBO;132;4;10;9;6;13;17;18;20;24;16;39;32;41;42;55;53;52;59;46;61;74;64;75;65
BINGO CARABOBO;133;4;12;15;5;9;27;21;28;25;19;32;45;36;42;48;55;60;53;56;68;62;70;73;65
BINGO CARABOBO;134;8;14;6;11;7;20;29;18;22;23;34;44;38;39;59;57;51;54;47;74;75;71;63;66
BINGO CARABOBO;135;3;10;1;13;2;17;30;16;24;26;35;41;40;31;49;50;52;58;46;69;64;67;72;61
BINGO CARABOBO;136;13;4;7;9;10;30;28;26;25;27;38;31;39;34;56;59;47;54;46;64;68;70;67;72
BINGO CARABOBO;137;12;2;1;11;6;21;23;24;20;17;45;36;44;41;53;50;55;58;52;75;74;63;65;61
BINGO CARABOBO;138;3;5;14;15;8;16;19;18;22;29;42;37;32;43;48;60;49;51;57;69;62;71;73;66
BINGO CARABOBO;139;3;9;10;6;1;18;20;21;17;25;42;41;34;40;58;49;47;54;59;75;68;72;73;64
BINGO CARABOBO;140;14;13;12;15;2;16;27;28;26;23;32;43;39;31;57;60;55;48;50;69;66;63;71;61
BINGO CARABOBO;141;11;4;7;5;8;19;30;24;29;22;44;38;35;45;52;53;56;51;46;74;70;62;67;65
BINGO CARABOBO;142;3;12;1;14;5;23;24;27;30;21;43;35;45;42;56;52;55;47;60;74;61;67;69;71
BINGO CARABOBO;143;7;6;4;11;13;25;20;17;18;26;33;32;44;39;53;51;48;54;57;70;73;72;63;64
BINGO CARABOBO;144;10;8;2;9;15;22;16;28;19;29;36;37;31;34;49;59;50;58;46;65;62;68;75;66
BINGO CARABOBO;145;6;8;9;14;7;30;21;29;20;25;38;40;34;36;49;57;55;54;47;73;65;74;67;66
BINGO CARABOBO;146;10;13;11;3;5;17;24;19;18;23;32;35;41;33;50;59;46;51;53;68;63;70;64;62
BINGO CARABOBO;147;4;12;1;2;15;22;27;16;26;28;37;43;31;39;60;58;48;52;56;71;72;69;61;75
BINGO CARABOBO;148;4;12;14;9;2;20;23;26;28;24;44;32;39;35;57;47;49;50;46;72;67;66;63;74
BINGO CARABOBO;149;8;3;10;13;1;27;17;18;22;25;43;41;42;38;54;48;56;52;53;68;71;61;65;70
BINGO CARABOBO;150;11;7;6;15;5;19;29;16;30;21;45;37;34;33;60;55;58;51;59;73;69;64;62;75
BINGO CARABOBO;151;12;10;6;5;13;29;23;18;21;26;44;45;41;40;57;50;52;55;59;70;71;63;69;74
BINGO CARABOBO;152;3;9;11;8;14;17;24;22;16;27;32;33;31;39;49;54;48;53;46;68;61;66;73;64
BINGO CARABOBO;153;15;1;4;7;2;28;20;19;25;30;42;37;35;43;56;51;60;58;47;72;67;65;75;62
BINGO CARABOBO;154;4;10;7;9;15;29;27;30;21;22;40;36;33;38;59;52;57;50;58;66;65;68;73;62
BINGO CARABOBO;155;13;6;12;5;14;24;18;26;25;17;44;32;35;41;47;54;48;51;60;64;63;70;74;72
BINGO CARABOBO;156;1;2;11;8;3;19;20;16;28;23;42;34;45;43;49;56;53;46;55;71;69;67;61;75
BINGO CARABOBO;157;13;10;14;11;9;25;29;21;30;23;41;33;43;31;55;52;48;51;54;66;68;70;74;61
BINGO CARABOBO;158;8;12;5;6;7;20;17;27;19;16;38;44;45;34;50;57;59;58;47;73;67;65;64;63
BINGO CARABOBO;159;1;4;3;15;2;28;18;24;26;22;37;35;32;42;49;53;60;56;46;69;62;75;71;72
BINGO CARABOBO;160;3;13;4;14;12;21;25;18;19;29;38;37;41;40;46;50;56;51;55;64;62;65;72;75
BINGO CARABOBO;161;10;2;9;6;15;26;17;24;28;16;31;39;45;42;59;49;54;53;48;73;66;67;68;63
BINGO CARABOBO;162;11;7;1;5;8;27;20;23;30;22;32;33;43;35;58;47;52;57;60;71;69;61;74;70
BINGO CARABOBO;163;12;2;10;11;6;17;27;21;28;19;42;31;34;38;54;53;52;56;60;67;65;75;72;73
BINGO CARABOBO;164;9;1;5;3;14;23;22;26;25;18;43;40;36;44;47;49;57;46;48;63;70;71;62;66
BINGO CARABOBO;165;7;13;8;4;15;24;20;29;16;30;33;45;41;39;58;55;59;51;50;64;68;74;69;61
BINGO CARABOBO;166;8;12;4;10;3;27;29;25;28;19;39;41;32;45;51;50;48;56;49;70;66;65;74;61
BINGO CARABOBO;167;11;15;6;14;7;22;20;21;24;16;44;43;33;36;58;57;52;47;60;68;62;69;71;75
BINGO CARABOBO;168;5;13;2;9;1;30;18;23;17;26;38;40;34;42;55;54;59;46;53;64;67;63;72;73
BINGO CARABOBO;169;4;3;1;12;14;21;25;19;22;27;43;35;37;38;56;48;51;46;59;68;65;64;62;69
BINGO CARABOBO;170;15;11;2;7;8;29;24;17;18;20;39;34;33;44;55;53;58;50;54;67;73;63;72;74
BINGO CARABOBO;171;10;5;6;13;9;16;23;28;26;30;40;36;32;45;49;60;52;57;47;61;70;71;75;66
BINGO CARABOBO;172;1;4;7;6;12;19;28;26;29;22;34;35;41;42;53;58;54;47;55;71;75;64;69;73
BINGO CARABOBO;173;2;9;10;13;11;24;17;21;23;20;44;33;43;37;46;50;49;56;52;61;67;65;72;74
BINGO CARABOBO;174;8;15;3;5;14;18;27;16;30;25;36;40;38;45;59;51;57;60;48;66;70;68;62;63
BINGO CARABOBO;175;2;5;4;10;11;26;22;20;16;27;45;38;34;40;55;58;60;56;46;65;71;73;68;63
BINGO CARABOBO;176;1;6;8;14;3;25;17;24;29;19;33;39;37;32;50;53;54;57;59;62;64;75;61;72
BINGO CARABOBO;177;7;12;13;9;15;18;28;30;21;23;36;35;42;44;48;49;52;51;47;70;66;74;67;69
BINGO CARABOBO;178;9;5;6;3;11;25;24;20;21;17;44;35;40;36;49;56;46;54;57;72;66;65;61;67
BINGO CARABOBO;179;4;13;12;7;2;19;26;23;29;22;39;41;32;38;48;55;52;47;60;68;69;63;73;64
BINGO CARABOBO;180;10;14;8;15;1;28;18;27;16;30;37;43;31;33;50;51;53;59;58;74;70;71;62;75
BINGO CARABOBO;181;13;10;3;6;14;30;21;18;19;29;44;43;35;34;53;54;49;47;50;74;67;68;62;71
BINGO CARABOBO;182;12;8;4;5;11;22;20;17;25;16;41;31;37;39;58;46;60;51;55;64;69;70;61;65
BINGO CARABOBO;183;15;2;9;1;7;23;24;26;27;28;38;36;33;40;52;56;48;57;59;75;72;63;73;66
BINGO CARABOBO;184;9;3;7;4;5;20;22;27;30;26;31;40;41;39;48;54;58;47;57;67;66;70;72;64
BINGO CARABOBO;185;12;6;10;13;1;23;25;17;16;24;43;33;37;32;52;53;56;50;51;69;63;71;65;74
BINGO CARABOBO;186;15;8;2;14;11;21;19;28;29;18;45;44;36;38;46;60;55;59;49;62;68;61;75;73
BINGO CARABOBO;187;8;2;6;14;12;29;28;20;27;24;39;43;40;35;49;51;52;47;46;72;69;75;73;64
BINGO CARABOBO;188;3;7;11;13;4;18;17;19;16;22;34;44;33;31;56;57;59;53;60;71;62;65;68;70
BINGO CARABOBO;189;9;15;5;1;10;26;25;30;21;23;42;37;41;32;54;48;58;50;55;63;61;67;74;66
BINGO CARABOBO;190;3;12;5;9;10;21;29;23;28;25;39;36;37;41;51;58;49;60;57;75;66;65;69;71
BINGO CARABOBO;191;13;2;7;6;14;27;30;16;24;18;43;44;34;42;48;54;52;56;50;68;62;67;73;63
BINGO CARABOBO;192;11;8;4;15;1;19;26;20;17;22;33;35;31;45;55;59;53;46;47;70;64;72;61;74
BINGO CARABOBO;193;2;1;4;12;10;29;17;26;25;18;39;31;44;41;50;49;52;56;58;74;71;70;75;72
BINGO CARABOBO;194;11;13;15;14;5;24;23;30;16;21;36;45;38;34;55;53;54;46;60;68;69;64;65;66
BINGO CARABOBO;195;6;8;7;9;3;20;28;22;19;27;42;37;43;33;51;48;47;57;59;63;73;67;61;62
BINGO CARABOBO;196;4;15;7;10;8;16;23;30;19;21;32;38;36;39;59;46;48;53;54;64;63;73;70;71
BINGO CARABOBO;197;3;6;9;13;5;28;20;27;22;25;37;41;44;45;51;58;57;49;50;68;75;74;66;65
BINGO CARABOBO;198;11;12;2;1;14;17;26;18;24;29;43;31;34;40;52;60;47;55;56;62;72;67;61;69
BINGO CARABOBO;199;12;14;9;2;11;23;21;20;25;24;32;38;40;44;53;51;52;46;60;65;70;68;73;62
BINGO CARABOBO;200;1;7;8;13;5;22;17;19;26;18;37;39;41;35;56;59;48;49;54;64;74;72;67;63
BINGO CARABOBO;201;10;6;3;15;4;28;29;27;30;16;43;42;34;33;58;50;57;55;47;66;71;75;61;69
BINGO CARABOBO;202;5;14;15;12;9;26;16;21;22;24;38;39;31;42;57;54;49;59;48;68;67;74;69;72
BINGO CARABOBO;203;7;6;10;8;2;27;23;29;18;20;40;41;36;35;46;55;53;58;60;66;61;70;63;65
BINGO CARABOBO;204;4;13;1;3;11;28;19;30;25;17;44;43;34;45;51;52;50;47;56;64;71;75;62;73
BINGO CARABOBO;205;8;9;6;11;14;28;22;19;27;30;36;37;41;45;55;47;54;48;50;71;66;72;67;69
BINGO CARABOBO;206;3;1;13;15;5;26;25;29;18;21;34;44;40;43;53;60;51;58;52;70;62;64;68;74
BINGO CARABOBO;207;4;10;12;2;7;17;23;16;24;20;35;38;32;31;59;49;56;57;46;75;73;61;65;63
BINGO CARABOBO;208;7;11;5;6;12;28;20;19;16;27;35;38;36;34;57;52;51;56;47;72;61;67;62;69
BINGO CARABOBO;209;14;9;3;8;10;29;24;18;25;21;31;45;42;33;60;50;48;53;59;65;73;75;64;68
BINGO CARABOBO;210;4;13;2;1;15;22;26;23;30;17;43;37;32;44;55;46;54;49;58;66;71;70;74;63
BINGO CARABOBO;211;14;10;8;11;4;26;21;28;23;20;39;44;34;40;52;53;56;46;48;62;71;70;69;72
BINGO CARABOBO;212;12;6;3;5;7;24;27;17;18;29;36;35;41;38;54;57;55;51;59;65;64;66;74;63
BINGO CARABOBO;213;1;13;2;9;15;22;16;25;30;19;43;37;45;31;47;50;60;58;49;68;75;73;67;61
BINGO CARABOBO;214;8;12;7;4;5;27;18;17;25;20;38;44;39;42;46;48;54;57;51;69;71;70;66;74
BINGO CARABOBO;215;6;13;3;9;11;24;21;29;22;30;32;35;36;33;53;52;55;56;59;63;67;62;73;61
BINGO CARABOBO;216;14;1;10;15;2;16;28;19;23;26;37;34;43;45;60;47;49;50;58;68;75;64;65;72
BINGO CARABOBO;217;6;10;5;4;13;28;24;20;26;19;39;33;34;36;47;57;51;50;54;75;72;61;64;71
BINGO CARABOBO;218;14;9;2;8;1;22;25;17;21;27;42;43;32;31;52;53;55;59;49;70;68;62;67;69
BINGO CARABOBO;219;11;12;7;15;3;30;16;18;23;29;35;45;44;41;56;48;46;60;58;74;65;73;63;66
BINGO CARABOBO;220;3;6;9;8;7;21;20;29;22;28;43;44;37;38;50;48;59;56;53;74;69;72;68;70
BINGO CARABOBO;221;13;11;2;4;10;24;26;19;23;27;32;40;33;34;51;54;57;52;55;63;73;64;62;66
BINGO CARABOBO;222;12;5;14;15;1;30;18;16;25;17;35;31;36;45;47;46;49;58;60;67;71;61;75;65
BINGO CARABOBO;223;9;12;13;2;7;30;23;25;24;22;34;40;41;36;50;57;48;47;49;75;66;72;69;70
BINGO CARABOBO;224;8;10;14;6;3;26;28;21;27;18;31;32;45;42;58;51;56;59;52;73;63;74;64;61
BINGO CARABOBO;225;15;4;5;1;11;20;17;29;19;16;33;37;43;35;55;60;54;46;53;65;68;67;62;71
BINGO CARABOBO;226;11;2;9;12;7;18;25;26;27;22;32;41;37;43;49;47;53;48;51;71;75;67;68;62
BINGO CARABOBO;227;1;5;4;6;13;16;28;23;20;29;36;39;34;38;59;50;52;54;56;64;70;72;66;63
BINGO CARABOBO;228;3;10;14;15;8;30;19;24;21;17;33;42;44;35;58;60;46;55;57;74;73;69;61;65
BINGO CARABOBO;229;7;9;14;5;4;17;28;25;29;18;36;41;40;38;47;53;54;56;48;68;67;70;64;62
